,Date,Value,Day of week,Percent change,Month
1988,2022-02-22,4314.62,1,-1.06,February
1989,2022-02-23,4281.51,2,-0.77,February
1990,2022-02-24,4204.69,3,-1.79,February
1991,2022-02-25,4336.08,4,3.12,February
1992,2022-02-28,4351.98,0,0.37,February
1993,2022-03-01,4329.0,1,-0.53,March
1994,2022-03-02,4362.02,2,0.76,March
1995,2022-03-03,4381.17,3,0.44,March
1996,2022-03-04,4313.55,4,-1.54,March
1997,2022-03-07,4263.43,0,-1.16,March
1998,2022-03-08,4217.4,1,-1.08,March
1999,2022-03-09,4261.25,2,1.04,March
2000,2022-03-10,4239.04,3,-0.52,March
2001,2022-03-11,4245.75,4,0.16,March
2002,2022-03-14,4204.65,0,-0.97,March
2003,2022-03-15,4229.48,1,0.59,March
2004,2022-03-16,4305.44,2,1.8,March
2005,2022-03-17,4374.16,3,1.6,March
2006,2022-03-18,4427.98,4,1.23,March
2007,2022-03-21,4453.02,0,0.57,March
2008,2022-03-22,4495.55,1,0.96,March
2009,2022-03-23,4478.44,2,-0.38,March
2010,2022-03-24,4492.88,3,0.32,March
2011,2022-03-25,4523.55,4,0.68,March
2012,2022-03-28,4546.67,0,0.51,March
2013,2022-03-29,4613.48,1,1.47,March
2014,2022-03-30,4604.54,2,-0.19,March
2015,2022-03-31,4566.74,3,-0.82,March
2016,2022-04-01,4528.14,4,-0.85,April
2017,2022-04-04,4561.35,0,0.73,April
2018,2022-04-05,4553.81,1,-0.17,April
2019,2022-04-06,4476.99,2,-1.69,April
2020,2022-04-07,4485.73,3,0.2,April
2021,2022-04-08,4497.5,4,0.26,April
2022,2022-04-11,4436.36,0,-1.36,April
2023,2022-04-12,4426.17,1,-0.23,April
2024,2022-04-13,4423.31,2,-0.06,April
2025,2022-04-14,4425.62,3,0.05,April
2026,2022-04-18,4390.3,0,-0.8,April
2027,2022-04-19,4430.83,1,0.92,April
2028,2022-04-20,4468.52,2,0.85,April
2029,2022-04-21,4448.7,3,-0.44,April
2030,2022-04-22,4326.73,4,-2.74,April
2031,2022-04-25,4249.92,0,-1.78,April
2032,2022-04-26,4226.59,1,-0.55,April
2033,2022-04-27,4201.8,2,-0.59,April
2034,2022-04-28,4248.54,3,1.11,April
2035,2022-04-29,4196.98,4,-1.21,April
2036,2022-05-02,4116.16,0,-1.93,May
2037,2022-05-03,4173.59,1,1.4,May
2038,2022-05-04,4228.28,2,1.31,May
2039,2022-05-05,4188.22,3,-0.95,May
2040,2022-05-06,4112.8,4,-1.8,May
2041,2022-05-09,4028.38,0,-2.05,May
2042,2022-05-10,4013.5,1,-0.37,May
2043,2022-05-11,3988.96,2,-0.61,May
2044,2022-05-12,3911.84,3,-1.93,May
2045,2022-05-13,4001.39,4,2.29,May
2046,2022-05-16,4015.22,0,0.35,May
2047,2022-05-17,4062.32,1,1.17,May
2048,2022-05-18,3981.94,2,-1.98,May
2049,2022-05-19,3911.27,3,-1.77,May
2050,2022-05-20,3876.87,4,-0.88,May
2051,2022-05-23,3945.46,0,1.77,May
2052,2022-05-24,3915.4,1,-0.76,May
2053,2022-05-25,3962.18,2,1.19,May
2054,2022-05-26,4029.87,3,1.71,May
2055,2022-05-27,4117.96,4,2.19,May
2056,2022-05-31,4136.61,1,0.45,May
2057,2022-06-01,4120.2,2,-0.4,June
2058,2022-06-02,4125.94,3,0.14,June
2059,2022-06-03,4120.67,4,-0.13,June
2060,2022-06-06,4138.98,0,0.44,June
2061,2022-06-07,4122.52,1,-0.4,June
2062,2022-06-08,4133.67,2,0.27,June
2063,2022-06-09,4068.14,3,-1.59,June
2064,2022-06-10,3937.27,4,-3.22,June
2065,2022-06-13,3786.23,0,-3.84,June
2066,2022-06-14,3741.93,1,-1.17,June
2067,2022-06-15,3779.93,2,1.02,June
2068,2022-06-16,3683.98,3,-2.54,June
2069,2022-06-17,3672.29,4,-0.32,June
2070,2022-06-21,3747.48,1,2.05,June
2071,2022-06-22,3759.74,2,0.33,June
2072,2022-06-23,3773.05,3,0.35,June
2073,2022-06-24,3867.7,4,2.51,June
2074,2022-06-27,3908.69,0,1.06,June
2075,2022-06-28,3883.0,1,-0.66,June
2076,2022-06-29,3817.76,2,-1.68,June
2077,2022-06-30,3778.83,3,-1.02,June
2078,2022-07-01,3790.96,4,0.32,July
2079,2022-07-05,3787.12,1,-0.1,July
2080,2022-07-06,3840.14,2,1.4,July
2081,2022-07-07,3884.74,3,1.16,July
2082,2022-07-08,3893.92,4,0.24,July
2083,2022-07-11,3864.08,0,-0.77,July
2084,2022-07-12,3837.88,1,-0.68,July
2085,2022-07-13,3794.26,2,-1.14,July
2086,2022-07-14,3758.98,3,-0.93,July
2087,2022-07-15,3840.4,4,2.17,July
2088,2022-07-18,3860.54,0,0.52,July
2089,2022-07-19,3900.27,1,1.03,July
2090,2022-07-20,3948.08,2,1.23,July
2091,2022-07-21,3963.46,3,0.39,July
2092,2022-07-22,3975.65,4,0.31,July
2093,2022-07-25,3959.38,0,-0.41,July
2094,2022-07-26,3931.98,1,-0.69,July
2095,2022-07-27,3995.5,2,1.62,July
2096,2022-07-28,4035.96,3,1.01,July
2097,2022-07-29,4109.68,4,1.83,July
2098,2022-08-01,4120.49,0,0.26,August
2099,2022-08-02,4110.14,1,-0.25,August
2100,2022-08-03,4137.81,2,0.67,August
2101,2022-08-04,4148.35,3,0.25,August
2102,2022-08-05,4129.44,4,-0.46,August
2103,2022-08-08,4157.8,0,0.69,August
2104,2022-08-09,4124.7,1,-0.8,August
2105,2022-08-10,4194.15,2,1.68,August
2106,2022-08-11,4229.66,3,0.85,August
2107,2022-08-12,4250.12,4,0.48,August
2108,2022-08-15,4279.34,0,0.69,August
2109,2022-08-16,4301.52,1,0.52,August
2110,2022-08-17,4277.63,2,-0.56,August
2111,2022-08-18,4277.25,3,-0.01,August
2112,2022-08-19,4242.5,4,-0.81,August
2113,2022-08-22,4162.47,0,-1.89,August
2114,2022-08-23,4141.9,1,-0.49,August
2115,2022-08-24,4138.27,2,-0.09,August
2116,2022-08-25,4174.07,3,0.87,August
2117,2022-08-26,4130.35,4,-1.05,August
2118,2022-08-29,4040.2,0,-2.18,August
2119,2022-08-30,4005.1,1,-0.87,August
2120,2022-08-31,3984.95,2,-0.5,August
2121,2022-09-01,3936.94,3,-1.2,September
2122,2022-09-02,3962.32,4,0.64,September
2123,2022-09-06,3914.65,1,-1.2,September
2124,2022-09-07,3946.96,2,0.83,September
2125,2022-09-08,3977.66,3,0.78,September
2126,2022-09-09,4049.88,4,1.82,September
2127,2022-09-12,4101.48,0,1.27,September
2128,2022-09-13,3979.2,1,-2.98,September
2129,2022-09-14,3937.06,2,-1.06,September
2130,2022-09-15,3923.71,3,-0.34,September
2131,2022-09-16,3859.02,4,-1.65,September
2132,2022-09-19,3869.48,0,0.27,September
2133,2022-09-20,3851.78,1,-0.46,September
2134,2022-09-21,3848.28,2,-0.09,September
2135,2022-09-22,3770.18,3,-2.03,September
2136,2022-09-23,3687.3,4,-2.2,September
2137,2022-09-26,3680.22,0,-0.19,September
2138,2022-09-27,3670.41,1,-0.27,September
2139,2022-09-28,3688.68,2,0.5,September
2140,2022-09-29,3648.7,3,-1.08,September
2141,2022-09-30,3627.78,4,-0.57,September
2142,2022-10-03,3651.64,0,0.66,October
2143,2022-10-04,3759.19,1,2.95,October
2144,2022-10-05,3764.78,2,0.15,October
2145,2022-10-06,3768.58,3,0.1,October
2146,2022-10-07,3663.73,4,-2.78,October
2147,2022-10-10,3620.14,0,-1.19,October
2148,2022-10-11,3604.56,1,-0.43,October
2149,2022-10-12,3591.1,2,-0.37,October
2150,2022-10-13,3588.5,3,-0.07,October
2151,2022-10-14,3645.84,4,1.6,October
2152,2022-10-17,3664.19,0,0.5,October
2153,2022-10-18,3724.66,1,1.65,October
2154,2022-10-19,3697.54,2,-0.73,October
2155,2022-10-20,3696.22,3,-0.04,October
2156,2022-10-21,3702.66,4,0.17,October
2157,2022-10-24,3776.2,0,1.99,October
2158,2022-10-25,3831.14,1,1.45,October
2159,2022-10-26,3855.11,2,0.63,October
2160,2022-10-27,3831.87,3,-0.6,October
2161,2022-10-28,3856.84,4,0.65,October
2162,2022-10-31,3878.46,0,0.56,October
2163,2022-11-01,3877.8,1,-0.02,November
2164,2022-11-02,3826.56,2,-1.32,November
2165,2022-11-03,3724.37,3,-2.67,November
2166,2022-11-04,3752.59,4,0.76,November
2167,2022-11-07,3789.32,0,0.98,November
2168,2022-11-08,3822.84,1,0.88,November
2169,2022-11-09,3781.21,2,-1.09,November
2170,2022-11-10,3909.11,3,3.38,November
2171,2022-11-11,3973.15,4,1.64,November
2172,2022-11-14,3982.68,0,0.24,November
2173,2022-11-15,3991.0,1,0.21,November
2174,2022-11-16,3968.72,2,-0.56,November
2175,2022-11-17,3930.44,3,-0.96,November
2176,2022-11-18,3957.94,4,0.7,November
2177,2022-11-21,3947.67,0,-0.26,November
2178,2022-11-22,3981.38,1,0.85,November
2179,2022-11-23,4016.22,2,0.88,November
2180,2022-11-25,4027.39,4,0.28,November
2181,2022-11-28,3984.02,0,-1.08,November
2182,2022-11-29,3957.21,1,-0.67,November
2183,2022-11-30,4009.34,2,1.32,November
2184,2022-12-01,4075.69,3,1.65,December
2185,2022-12-02,4053.56,4,-0.54,December
2186,2022-12-05,4018.47,0,-0.87,December
2187,2022-12-06,3959.95,1,-1.46,December
2188,2022-12-07,3940.12,2,-0.5,December
2189,2022-12-08,3955.01,3,0.38,December
2190,2022-12-09,3955.03,4,0.0,December
2191,2022-12-12,3963.0,0,0.2,December
2192,2022-12-13,4047.0,1,2.12,December
2193,2022-12-14,4009.7,2,-0.92,December
2194,2022-12-15,3918.91,3,-2.26,December
2195,2022-12-16,3859.41,4,-1.52,December
2196,2022-12-19,3827.45,0,-0.83,December
2197,2022-12-20,3816.93,1,-0.27,December
2198,2022-12-21,3864.66,2,1.25,December
2199,2022-12-22,3808.88,3,-1.44,December
2200,2022-12-23,3821.4,4,0.33,December
2201,2022-12-27,3829.94,1,0.22,December
2202,2022-12-28,3814.55,2,-0.4,December
2203,2022-12-29,3831.82,3,0.45,December
2204,2022-12-30,3820.1,4,-0.31,December
2205,2023-01-03,3836.4,1,0.43,January
2206,2023-01-04,3844.46,2,0.21,January
2207,2023-01-05,3821.08,3,-0.61,January
2208,2023-01-06,3857.88,4,0.96,January
2209,2023-01-09,3920.5,0,1.62,January
2210,2023-01-10,3898.56,1,-0.56,January
2211,2023-01-11,3949.3,2,1.3,January
2212,2023-01-12,3967.66,3,0.46,January
2213,2023-01-13,3975.81,4,0.21,January
2214,2023-01-17,3999.98,1,0.61,January
2215,2023-01-18,3970.38,2,-0.74,January
2216,2023-01-19,3904.24,3,-1.67,January
2217,2023-01-20,3935.41,4,0.8,January
2218,2023-01-23,4005.48,0,1.78,January
2219,2023-01-24,4006.86,1,0.03,January
2220,2023-01-25,3984.3,2,-0.56,January
2221,2023-01-26,4037.43,3,1.33,January
2222,2023-01-27,4071.46,4,0.84,January
2223,2023-01-30,4039.7,0,-0.78,January
2224,2023-01-31,4048.8,1,0.23,January
2225,2023-02-01,4093.08,2,1.09,February
2226,2023-02-02,4168.66,3,1.85,February
2227,2023-02-03,4152.86,4,-0.38,February
2228,2023-02-06,4109.0,0,-1.06,February
2229,2023-02-07,4132.46,1,0.57,February
2230,2023-02-08,4134.26,2,0.04,February
2231,2023-02-09,4112.95,3,-0.52,February
2232,2023-02-10,4077.58,4,-0.86,February
2233,2023-02-13,4115.78,0,0.94,February
2234,2023-02-14,4127.39,1,0.28,February
2235,2023-02-15,4126.04,2,-0.03,February
2236,2023-02-16,4113.01,3,-0.32,February
2237,2023-02-17,4064.73,4,-1.17,February
2238,2023-02-21,4023.77,1,-1.01,February
2239,2023-02-22,3997.14,2,-0.66,February
2240,2023-02-23,3998.74,3,0.04,February
2241,2023-02-24,3960.66,4,-0.95,February
2242,2023-02-27,3995.8,0,0.89,February
2243,2023-02-28,3983.24,1,-0.31,February
2244,2023-03-01,3955.39,2,-0.7,March
2245,2023-03-02,3959.5,3,0.1,March
2246,2023-03-03,4021.73,4,1.57,March
2247,2023-03-06,4061.55,0,0.99,March
2248,2023-03-07,4015.16,1,-1.14,March
2249,2023-03-08,3985.08,2,-0.75,March
2250,2023-03-09,3963.26,3,-0.55,March
2251,2023-03-10,3890.19,4,-1.84,March
2252,2023-03-13,3856.96,0,-0.85,March
2253,2023-03-14,3905.46,1,1.26,March
2254,2023-03-15,3866.25,2,-1.0,March
2255,2023-03-16,3914.28,3,1.24,March
2256,2023-03-17,3930.09,4,0.4,March
2257,2023-03-20,3936.76,0,0.17,March
2258,2023-03-21,3990.14,1,1.36,March
2259,2023-03-22,3987.83,2,-0.06,March
2260,2023-03-23,3963.36,3,-0.61,March
2261,2023-03-24,3940.95,4,-0.57,March
2262,2023-03-27,3987.16,0,1.17,March
2263,2023-03-28,3965.36,1,-0.55,March
2264,2023-03-29,4015.06,2,1.25,March
2265,2023-03-30,4044.98,3,0.75,March
2266,2023-03-31,4083.46,4,0.95,March
2267,2023-04-03,4113.23,0,0.73,April
2268,2023-04-04,4110.0,1,-0.08,April
2269,2023-04-05,4086.12,2,-0.58,April
2270,2023-04-06,4088.58,3,0.06,April
2271,2023-04-10,4091.02,0,0.06,April
2272,2023-04-11,4113.43,1,0.55,April
2273,2023-04-12,4110.66,2,-0.07,April
2274,2023-04-13,4124.83,3,0.34,April
2275,2023-04-14,4138.2,4,0.32,April
2276,2023-04-17,4137.45,0,-0.02,April
2277,2023-04-18,4154.92,1,0.42,April
2278,2023-04-19,4148.53,2,-0.15,April
2279,2023-04-20,4131.57,3,-0.41,April
2280,2023-04-21,4125.94,4,-0.14,April
2281,2023-04-24,4130.09,0,0.1,April
2282,2023-04-25,4098.91,1,-0.75,April
2283,2023-04-26,4069.51,2,-0.72,April
2284,2023-04-27,4106.76,3,0.92,April
2285,2023-04-28,4148.62,4,1.02,April
2286,2023-05-01,4175.52,0,0.65,May
2287,2023-05-02,4126.91,1,-1.16,May
2288,2023-05-03,4118.58,2,-0.2,May
2289,2023-05-04,4065.44,3,-1.29,May
2290,2023-05-05,4115.88,4,1.24,May
2291,2023-05-08,4133.06,0,0.42,May
2292,2023-05-09,4123.5,1,-0.23,May
2293,2023-05-10,4126.6,2,0.08,May
2294,2023-05-11,4121.04,3,-0.13,May
2295,2023-05-12,4121.43,4,0.01,May
2296,2023-05-15,4125.76,0,0.11,May
2297,2023-05-16,4122.7,1,-0.07,May
2298,2023-05-17,4139.15,2,0.4,May
2299,2023-05-18,4177.85,3,0.93,May
2300,2023-05-19,4196.56,4,0.45,May
2301,2023-05-22,4194.45,0,-0.05,May
2302,2023-05-23,4164.11,1,-0.72,May
2303,2023-05-24,4118.47,2,-1.1,May
2304,2023-05-25,4147.73,3,0.71,May
2305,2023-05-26,4184.51,4,0.89,May
2306,2023-05-30,4211.64,1,0.65,May
2307,2023-05-31,4180.8,2,-0.73,May
2308,2023-06-01,4202.04,3,0.51,June
2309,2023-06-02,4265.84,4,1.52,June
2310,2023-06-05,4283.05,0,0.4,June
2311,2023-06-06,4275.71,1,-0.17,June
2312,2023-06-07,4281.58,2,0.14,June
2313,2023-06-08,4279.54,3,-0.05,June
2314,2023-06-09,4307.16,4,0.65,June
2315,2023-06-12,4322.25,0,0.35,June
2316,2023-06-13,4362.34,1,0.93,June
2317,2023-06-14,4364.84,2,0.06,June
2318,2023-06-15,4400.9,3,0.83,June
2319,2023-06-16,4427.96,4,0.61,June
2320,2023-06-20,4383.67,1,-1.0,June
2321,2023-06-21,4373.18,2,-0.24,June
2322,2023-06-22,4367.04,3,-0.14,June
2323,2023-06-23,4353.94,4,-0.3,June
2324,2023-06-26,4345.07,0,-0.2,June
2325,2023-06-27,4359.71,1,0.34,June
2326,2023-06-28,4375.28,2,0.36,June
2327,2023-06-29,4385.18,3,0.23,June
2328,2023-06-30,4440.46,4,1.26,June
2329,2023-07-03,4449.38,0,0.2,July
2330,2023-07-05,4445.34,2,-0.09,July
2331,2023-07-06,4403.84,3,-0.93,July
2332,2023-07-07,4418.9,4,0.34,July
2333,2023-07-10,4401.26,0,-0.4,July
2334,2023-07-11,4426.05,1,0.56,July
2335,2023-07-12,4475.78,2,1.12,July
2336,2023-07-13,4503.37,3,0.62,July
2337,2023-07-14,4513.66,4,0.23,July
2338,2023-07-17,4518.88,0,0.12,July
2339,2023-07-18,4538.44,1,0.43,July
2340,2023-07-19,4567.96,2,0.65,July
2341,2023-07-20,4546.15,3,-0.48,July
2342,2023-07-21,4545.4,4,-0.02,July
2343,2023-07-24,4552.35,0,0.15,July
2344,2023-07-25,4566.52,1,0.31,July
2345,2023-07-26,4565.02,2,-0.03,July
2346,2023-07-27,4567.82,3,0.06,July
2347,2023-07-28,4577.08,4,0.2,July
2348,2023-07-31,4583.68,0,0.14,July
2349,2023-08-01,4576.08,1,-0.17,August
2350,2023-08-02,4528.34,2,-1.04,August
2351,2023-08-03,4502.51,3,-0.57,August
2352,2023-08-04,4507.44,4,0.11,August
2353,2023-08-07,4505.5,0,-0.04,August
2354,2023-08-08,4483.85,1,-0.48,August
2355,2023-08-09,4481.88,2,-0.04,August
2356,2023-08-10,4492.65,3,0.24,August
2357,2023-08-11,4460.1,4,-0.72,August
2358,2023-08-14,4471.88,0,0.26,August
2359,2023-08-15,4455.53,1,-0.37,August
2360,2023-08-16,4426.75,2,-0.65,August
2361,2023-08-17,4393.0,3,-0.76,August
2362,2023-08-18,4358.57,4,-0.78,August
2363,2023-08-21,4383.92,0,0.58,August
2364,2023-08-22,4400.68,1,0.38,August
2365,2023-08-23,4419.81,2,0.43,August
2366,2023-08-24,4416.92,3,-0.07,August
2367,2023-08-25,4387.38,4,-0.67,August
2368,2023-08-28,4427.27,0,0.91,August
2369,2023-08-29,4465.91,1,0.87,August
2370,2023-08-30,4507.62,2,0.93,August
2371,2023-08-31,4519.83,3,0.27,August
2372,2023-09-01,4521.3,4,0.03,September
2373,2023-09-05,4505.15,1,-0.36,September
2374,2023-09-06,4466.36,2,-0.86,September
2375,2023-09-07,4444.14,3,-0.5,September
2376,2023-09-08,4460.96,4,0.38,September
2377,2023-09-11,4479.33,0,0.41,September
2378,2023-09-12,4471.97,1,-0.16,September
2379,2023-09-13,4466.46,2,-0.12,September
2380,2023-09-14,4495.34,3,0.65,September
2381,2023-09-15,4472.59,4,-0.51,September
2382,2023-09-18,4454.23,0,-0.41,September
2383,2023-09-19,4433.23,1,-0.47,September
2384,2023-09-20,4431.2,2,-0.05,September
2385,2023-09-21,4352.43,3,-1.78,September
2386,2023-09-22,4336.94,4,-0.36,September
2387,2023-09-25,4320.6,0,-0.38,September
2388,2023-09-26,4289.5,1,-0.72,September
2389,2023-09-27,4265.35,2,-0.56,September
2390,2023-09-28,4290.83,3,0.6,September
2391,2023-09-29,4304.0,4,0.31,September
2392,2023-10-02,4280.4,0,-0.55,October
2393,2023-10-03,4248.8,1,-0.74,October
2394,2023-10-04,4244.49,2,-0.1,October
2395,2023-10-05,4246.52,3,0.05,October
2396,2023-10-06,4271.83,4,0.6,October
2397,2023-10-09,4312.76,0,0.96,October
2398,2023-10-10,4362.55,1,1.15,October
2399,2023-10-11,4361.99,2,-0.01,October
2400,2023-10-12,4355.64,3,-0.15,October
2401,2023-10-13,4344.54,4,-0.25,October
2402,2023-10-16,4362.85,0,0.42,October
2403,2023-10-17,4365.56,1,0.06,October
2404,2023-10-18,4334.02,2,-0.72,October
2405,2023-10-19,4304.62,3,-0.68,October
2406,2023-10-20,4249.8,4,-1.27,October
2407,2023-10-23,4222.53,0,-0.64,October
2408,2023-10-24,4239.41,1,0.4,October
2409,2023-10-25,4206.92,2,-0.77,October
2410,2023-10-26,4155.75,3,-1.22,October
2411,2023-10-27,4130.24,4,-0.61,October
2412,2023-10-30,4155.2,0,0.6,October
2413,2023-10-31,4174.34,1,0.46,October
2414,2023-11-01,4221.69,2,1.13,November
2415,2023-11-02,4293.99,3,1.71,November
2416,2023-11-03,4353.92,4,1.4,November
2417,2023-11-06,4359.87,0,0.14,November
2418,2023-11-07,4370.84,1,0.25,November
2419,2023-11-08,4375.48,2,0.11,November
2420,2023-11-09,4368.67,3,-0.16,November
2421,2023-11-10,4385.68,4,0.39,November
2422,2023-11-13,4407.79,0,0.5,November
2423,2023-11-14,4483.82,1,1.72,November
2424,2023-11-15,4508.24,2,0.54,November
2425,2023-11-16,4499.91,3,-0.18,November
2426,2023-11-17,4509.89,4,0.22,November
2427,2023-11-20,4533.73,0,0.53,November
2428,2023-11-21,4533.83,1,0.0,November
2429,2023-11-22,4556.74,2,0.51,November
2430,2023-11-24,4556.56,4,-0.0,November
2431,2023-11-27,4553.42,0,-0.07,November
2432,2023-11-28,4554.33,1,0.02,November
2433,2023-11-29,4567.4,2,0.29,November
2434,2023-11-30,4553.57,3,-0.3,November
2435,2023-12-01,4577.05,4,0.52,December
2436,2023-12-04,4559.54,0,-0.38,December
2437,2023-12-05,4565.12,1,0.12,December
2438,2023-12-06,4568.62,2,0.08,December
2439,2023-12-07,4578.07,3,0.21,December
2440,2023-12-08,4591.65,4,0.3,December
2441,2023-12-11,4608.55,0,0.37,December
2442,2023-12-12,4626.01,1,0.38,December
2443,2023-12-13,4676.46,2,1.09,December
2444,2023-12-14,4716.46,3,0.86,December
2445,2023-12-15,4715.11,4,-0.03,December
2446,2023-12-18,4737.55,0,0.48,December
2447,2023-12-19,4756.2,1,0.39,December
2448,2023-12-20,4737.92,2,-0.38,December
2449,2023-12-21,4728.53,3,-0.2,December
2450,2023-12-22,4754.85,4,0.56,December
2451,2023-12-26,4771.58,1,0.35,December
2452,2023-12-27,4777.15,2,0.12,December
2453,2023-12-28,4787.14,3,0.21,December
2454,2023-12-29,4770.21,4,-0.35,December
2455,2024-01-02,4738.5,1,-0.66,January
2456,2024-01-03,4714.5,2,-0.51,January
2457,2024-01-04,4707.16,3,-0.16,January
2458,2024-01-05,4701.8,4,-0.11,January
2459,2024-01-08,4732.18,0,0.65,January
2460,2024-01-09,4747.91,1,0.33,January
2461,2024-01-10,4773.5,2,0.54,January
2462,2024-01-11,4769.04,3,-0.09,January
2463,2024-01-12,4785.69,4,0.35,January
2464,2024-01-16,4764.73,1,-0.44,January
2465,2024-01-17,4729.52,2,-0.74,January
2466,2024-01-18,4763.18,3,0.71,January
2467,2024-01-19,4813.97,4,1.07,January
2468,2024-01-22,4856.23,0,0.88,January
2469,2024-01-23,4855.42,1,-0.02,January
2470,2024-01-24,4884.81,2,0.61,January
2471,2024-01-25,4883.74,3,-0.02,January
2472,2024-01-26,4894.08,4,0.21,January
2473,2024-01-29,4908.35,0,0.29,January
2474,2024-01-30,4923.68,1,0.31,January
2475,2024-01-31,4875.95,2,-0.97,January
2476,2024-02-01,4880.25,3,0.09,February
2477,2024-02-02,4941.64,4,1.26,February
2478,2024-02-05,4937.64,0,-0.08,February
2479,2024-02-06,4946.33,1,0.18,February
2480,2024-02-07,4984.47,2,0.77,February
2481,2024-02-08,4993.74,3,0.19,February
2482,2024-02-09,5015.2,4,0.43,February
2483,2024-02-12,5032.61,0,0.35,February
2484,2024-02-13,4945.8,1,-1.72,February
2485,2024-02-14,4979.49,2,0.68,February
2486,2024-02-15,5016.08,3,0.73,February
2487,2024-02-16,5019.11,4,0.06,February
2488,2024-02-20,4974.36,1,-0.89,February
2489,2024-02-21,4964.6,2,-0.2,February
2490,2024-02-22,5066.61,3,2.05,February
2491,2024-02-23,5096.26,4,0.59,February
2492,2024-02-26,5083.28,0,-0.25,February
2493,2024-02-27,5068.99,1,-0.28,February
2494,2024-02-28,5067.86,2,-0.02,February
2495,2024-02-29,5083.44,3,0.31,February
2496,2024-03-01,5117.24,4,0.66,March
2497,2024-03-04,5138.42,0,0.41,March
2498,2024-03-05,5085.68,1,-1.03,March
2499,2024-03-06,5110.1,2,0.48,March
2500,2024-03-07,5146.92,3,0.72,March
2501,2024-03-08,5153.38,4,0.13,March
2502,2024-03-11,5107.9,0,-0.88,March
2503,2024-03-12,5147.17,1,0.77,March
2504,2024-03-13,5165.51,2,0.36,March
2505,2024-03-14,5150.08,3,-0.3,March
2506,2024-03-15,5120.6,4,-0.57,March
2507,2024-03-18,5160.54,0,0.78,March
2508,2024-03-19,5155.95,1,-0.09,March
2509,2024-03-20,5198.87,2,0.83,March
2510,2024-03-21,5250.88,3,1.0,March
2511,2024-03-22,5237.98,4,-0.25,March
2512,2024-03-25,5222.59,0,-0.29,March
2513,2024-03-26,5219.29,1,-0.06,March
2514,2024-03-27,5231.59,2,0.24,March
2515,2024-03-28,5255.34,3,0.45,March
