Date,Value,Day of week,Percent change
2020-06-19,3119.32,4,0.4
2020-06-22,3100.16,0,-0.61
2020-06-23,3141.01,1,1.32
2020-06-24,3073.57,2,-2.15
2020-06-25,3055.13,3,-0.6
2020-06-26,3039.18,4,-0.52
2020-06-29,3026.81,0,-0.41
2020-06-30,3079.67,1,1.75
2020-07-01,3114.8,2,1.14
2020-07-02,3145.16,3,0.97
2020-07-06,3168.94,0,0.76
2020-07-07,3163.54,1,-0.17
2020-07-08,3154.16,2,-0.3
2020-07-09,3147.74,3,-0.2
2020-07-10,3161.52,4,0.44
2020-07-13,3192.38,0,0.98
2020-07-14,3164.3,1,-0.88
2020-07-15,3219.52,2,1.75
2020-07-16,3209.49,3,-0.31
2020-07-17,3219.58,4,0.31
2020-07-20,3236.88,0,0.54
2020-07-21,3262.53,1,0.79
2020-07-22,3266.21,2,0.11
2020-07-23,3251.32,3,-0.46
2020-07-24,3213.66,4,-1.16
2020-07-27,3227.84,0,0.44
2020-07-28,3229.94,1,0.07
2020-07-29,3245.98,2,0.5
2020-07-30,3227.52,3,-0.57
2020-07-31,3246.22,4,0.58
2020-08-03,3293.63,0,1.46
2020-08-04,3296.6,1,0.09
2020-08-05,3324.07,2,0.83
2020-08-06,3334.58,3,0.32
2020-08-07,3340.63,4,0.18
2020-08-10,3349.36,0,0.26
2020-08-11,3353.73,1,0.13
2020-08-12,3371.68,2,0.54
2020-08-13,3375.3,3,0.11
2020-08-14,3370.08,4,-0.15
